Name,Age,Occupation,Annual Income (INR),Credit Score (300-850),Lender,Loan Purpose,Approved Loan Amount (INR),Months of Payment,Interest Rate (%),Monthly EMI (INR),DTI Ratio,Loan Status (Pass/Rejected)
Person 3218,25,Software Engineer,2014440,712,Axis Bank,Debt Consolidation,632772,60,20.89,17079,0.102,Rejected
Person 3219,63,Retired (Pension),182839,539,Bajaj Finserv,Wedding Expenses,0,24,29.08,0,0.0,Rejected
Person 3220,84,Retired (Pension),95710,739,HDFC Bank,Wedding Expenses,746659,36,15.85,26195,3.284,Rejected
Person 3221,41,Freelance Designer,457520,755,Bajaj Finserv,Home Renovation,549790,36,3.7,16159,0.424,Pass
Person 3222,26,Software Engineer,2372139,697,Bajaj Finserv,Debt Consolidation,941635,72,16.27,20566,0.104,Rejected
Person 3223,29,Software Engineer,1759105,704,Kotak Mahindra Bank,Debt Consolidation,632502,60,14.64,14928,0.102,Rejected
Person 3224,27,Software Engineer,1812899,703,Bajaj Finserv,Debt Consolidation,987496,72,16.28,21573,0.143,Rejected
Person 3225,33,Software Engineer,1914645,660,Axis Bank,Debt Consolidation,804142,60,26.86,24487,0.153,Rejected
Person 3226,21,University Student,60086,721,HDFC Bank,Consumer Durable/Tech,574117,12,10.7,50661,10.118,Rejected
Person 3227,35,Doctor,1165224,688,Axis Bank,Debt Consolidation,1303657,72,13.92,26807,0.276,Rejected
Person 3228,39,Retail Manager,1572187,746,ICICI Bank,Medical Emergency,1317082,36,4.09,38938,0.297,Pass
Person 3229,30,Software Engineer,1387275,694,State Bank of India,Debt Consolidation,890368,72,12.31,17551,0.152,Rejected
Person 3230,48,Doctor,1096351,656,Bajaj Finserv,Debt Consolidation,740802,60,14.55,17449,0.191,Rejected
Person 3231,49,Freelance Designer,450866,623,Kotak Mahindra Bank,Home Renovation,512849,36,16.29,18104,0.482,Rejected
Person 3232,33,Construction Worker,629889,606,HDFC Bank,Education (Tuition/Fees),1113366,84,16.4,22368,0.426,Rejected
Person 3233,54,Doctor,544877,765,Kotak Mahindra Bank,Debt Consolidation,1071109,72,9.41,19526,0.43,Rejected
Person 3234,35,Software Engineer,1059686,677,Kotak Mahindra Bank,Debt Consolidation,606733,60,12.45,13635,0.154,Rejected
Person 3235,23,Retail Manager,1125202,716,Kotak Mahindra Bank,Medical Emergency,634124,24,11.97,29842,0.318,Pass
Person 3236,44,Doctor,1923599,789,Bajaj Finserv,Debt Consolidation,943347,72,13.33,19102,0.119,Pass
Person 3237,41,Doctor,3562524,671,HDFC Bank,Debt Consolidation,535104,48,15.73,15091,0.051,Rejected
Person 3238,56,CEO,41383453,668,HDFC Bank,Travel/Vacation,647729,18,22.15,42621,0.012,Rejected
Person 3239,30,Construction Worker,363716,693,Kotak Mahindra Bank,Education (Tuition/Fees),560782,60,12.46,12605,0.416,Pass
Person 3240,42,Freelance Designer,856754,701,State Bank of India,Home Renovation,567089,36,14.8,19603,0.275,Pass
Person 3241,26,High School Teacher,589219,794,Bajaj Finserv,Medical Emergency,626826,24,9.48,28775,0.586,Rejected
Person 3242,27,High School Teacher,403539,778,Bajaj Finserv,Medical Emergency,1102644,36,5.22,33156,0.986,Rejected
Person 3243,33,Freelance Designer,825519,731,Axis Bank,Home Renovation,437616,36,13.04,14753,0.214,Pass
Person 3244,49,Construction Worker,355449,772,Bajaj Finserv,Education (Tuition/Fees),935688,84,4.54,13024,0.44,Pass
Person 3245,75,Retired (Pension),248686,691,Kotak Mahindra Bank,Wedding Expenses,880367,48,10.37,22485,1.085,Rejected
Person 3246,25,Software Engineer,395649,714,ICICI Bank,Debt Consolidation,1126700,72,13.54,22940,0.696,Rejected
Person 3247,42,Freelance Designer,1120479,684,Kotak Mahindra Bank,Home Renovation,880097,60,8.77,18171,0.195,Pass
Person 3248,27,High School Teacher,824371,635,HDFC Bank,Medical Emergency,687823,24,23.0,36024,0.524,Rejected
Person 3249,21,University Student,76518,760,Bajaj Finserv,Vehicle Purchase,606463,48,5.23,14030,2.2,Rejected
Person 3250,23,Construction Worker,545338,726,Bajaj Finserv,Education (Tuition/Fees),1135440,84,10.87,19364,0.426,Pass
Person 3251,30,Freelance Designer,895135,700,Axis Bank,Home Renovation,956592,60,14.88,22697,0.304,Pass
Person 3252,43,Software Engineer,1243880,699,ICICI Bank,Debt Consolidation,678273,60,16.07,16520,0.159,Rejected
Person 3253,36,Construction Worker,557957,624,Bajaj Finserv,Education (Tuition/Fees),1072190,84,11.1,18415,0.396,Rejected
Person 3254,42,Software Engineer,2178516,651,Axis Bank,Debt Consolidation,689445,60,23.06,19460,0.107,Rejected
Person 3255,47,Retail Manager,2023125,716,Axis Bank,Medical Emergency,804683,24,13.45,38426,0.228,Pass
Person 3256,35,Software Engineer,1237670,673,ICICI Bank,Debt Consolidation,652504,60,17.45,16375,0.159,Rejected
Person 3257,46,Construction Worker,347713,689,Kotak Mahindra Bank,Education (Tuition/Fees),968935,84,9.55,15861,0.547,Pass
Person 3258,52,Doctor,432467,694,Kotak Mahindra Bank,Debt Consolidation,569882,48,12.79,15229,0.423,Rejected
Person 3259,37,Retail Manager,1364355,665,Kotak Mahindra Bank,Medical Emergency,725665,24,18.64,36453,0.321,Rejected
Person 3260,23,University Student,44022,651,State Bank of India,Consumer Durable/Tech,641242,24,20.83,32897,8.967,Rejected
Person 3261,46,Doctor,1524219,619,Kotak Mahindra Bank,Debt Consolidation,851986,60,19.4,22289,0.175,Rejected
Person 3262,26,Freelance Designer,249075,692,ICICI Bank,Home Renovation,921182,60,12.77,20851,1.005,Rejected
Person 3263,36,High School Teacher,1064008,730,State Bank of India,Medical Emergency,548529,12,7.57,47607,0.537,Rejected
Person 3264,35,Software Engineer,1609754,617,Kotak Mahindra Bank,Debt Consolidation,904694,72,21.9,22678,0.169,Rejected
Person 3265,23,University Student,48271,698,State Bank of India,Wedding Expenses,481945,24,11.16,22498,5.593,Rejected
Person 3266,39,Software Engineer,2173145,714,ICICI Bank,Debt Consolidation,1723343,72,14.21,35705,0.197,Rejected
Person 3267,27,High School Teacher,639226,650,Kotak Mahindra Bank,Home Renovation,673948,48,20.29,20613,0.387,Rejected
Person 3268,22,Freelance Designer,1015584,771,HDFC Bank,Home Renovation,1158866,60,4.22,21458,0.254,Pass
Person 3269,41,Construction Worker,357981,680,Bajaj Finserv,Education (Tuition/Fees),863158,72,12.96,17309,0.58,Rejected
Person 3270,37,Construction Worker,371821,694,ICICI Bank,Education (Tuition/Fees),875502,72,13.45,17784,0.574,Rejected
Person 3271,23,Retail Manager,1225761,691,Axis Bank,Medical Emergency,536906,12,11.82,47658,0.467,Rejected
Person 3272,26,Software Engineer,2216551,611,Axis Bank,Debt Consolidation,995154,72,24.33,26399,0.143,Rejected
Person 3273,62,Retired (Pension),214939,750,ICICI Bank,Wedding Expenses,818649,36,6.27,25005,1.396,Rejected
Person 3274,29,Freelance Designer,400581,652,Axis Bank,Home Renovation,947672,60,14.95,22520,0.675,Rejected
Person 3275,21,University Student,95285,688,ICICI Bank,Vehicle Purchase,779996,48,10.92,20129,2.535,Rejected
Person 3276,24,University Student,167281,729,HDFC Bank,Vehicle Purchase,842165,48,8.27,20667,1.483,Rejected
Person 3277,24,University Student,0,773,ICICI Bank,Vehicle Purchase,591506,36,6.8,18210,18209.948,Rejected
Person 3278,30,High School Teacher,419186,646,Kotak Mahindra Bank,Home Renovation,687733,48,20.42,21082,0.604,Rejected
Person 3279,30,Retail Manager,1528832,677,Kotak Mahindra Bank,Medical Emergency,695752,24,14.47,33560,0.263,Rejected
Person 3280,21,University Student,44809,769,State Bank of India,Wedding Expenses,629979,36,8.6,19916,5.334,Rejected
Person 3281,25,High School Teacher,290207,723,Axis Bank,Home Renovation,843426,48,12.62,22468,0.929,Rejected
Person 3282,32,Software Engineer,936373,733,Bajaj Finserv,Debt Consolidation,913254,72,14.54,19083,0.245,Pass
Person 3283,24,University Student,0,647,Axis Bank,Vehicle Purchase,815225,48,20.34,24956,24955.51,Rejected
Person 3284,24,University Student,129601,681,ICICI Bank,Consumer Durable/Tech,776842,24,12.9,36896,3.416,Rejected
Person 3285,27,High School Teacher,651595,691,Bajaj Finserv,Home Renovation,928480,60,12.41,20846,0.384,Pass
Person 3286,28,Software Engineer,2597647,657,Bajaj Finserv,Debt Consolidation,875592,72,25.72,23974,0.111,Rejected
Person 3287,47,Retail Manager,1234875,616,Axis Bank,Medical Emergency,787834,24,22.67,41133,0.4,Rejected
Person 3288,18,University Student,20613,674,Bajaj Finserv,Vehicle Purchase,852796,48,12.76,22777,13.26,Rejected
Person 3289,24,University Student,0,767,Bajaj Finserv,Consumer Durable/Tech,1213917,36,11.87,40244,40244.084,Rejected
Person 3290,35,Doctor,2912220,702,Kotak Mahindra Bank,Debt Consolidation,529698,48,20.39,16229,0.067,Rejected
Person 3291,39,Software Engineer,2701880,768,HDFC Bank,Debt Consolidation,720620,60,8.99,14955,0.066,Pass
Person 3292,24,University Student,81909,708,ICICI Bank,Vehicle Purchase,905235,60,13.01,20602,3.018,Rejected
Person 3293,42,Retail Manager,1433027,661,Axis Bank,Medical Emergency,464556,12,16.07,42165,0.353,Rejected
Person 3294,24,Freelance Designer,584808,763,Kotak Mahindra Bank,Home Renovation,1301044,60,11.26,28457,0.584,Rejected
Person 3295,58,CEO,44135916,710,State Bank of India,Travel/Vacation,879466,24,16.62,43322,0.012,Rejected
Person 3296,44,Software Engineer,896120,748,Bajaj Finserv,Debt Consolidation,1122286,72,12.73,22369,0.3,Pass
Person 3297,35,Construction Worker,265554,646,Bajaj Finserv,Education (Tuition/Fees),1098860,84,18.8,23614,1.067,Rejected
Person 3298,28,Software Engineer,1140930,751,Axis Bank,Debt Consolidation,928931,72,10.79,17582,0.185,Pass
Person 3299,33,Retail Manager,1737621,753,HDFC Bank,Medical Emergency,370671,12,6.79,32037,0.221,Pass
Person 3300,18,University Student,137215,714,HDFC Bank,Vehicle Purchase,847300,48,13.59,22980,2.01,Rejected
Person 3301,31,High School Teacher,820775,659,Axis Bank,Medical Emergency,866402,36,22.0,33088,0.484,Rejected
Person 3302,53,CEO,40065009,697,Axis Bank,Travel/Vacation,551862,12,18.64,50763,0.015,Rejected
Person 3303,24,Freelance Designer,775060,730,Kotak Mahindra Bank,Home Renovation,432300,36,12.31,14423,0.223,Pass
Person 3304,49,Retail Manager,1739336,711,Axis Bank,Medical Emergency,944969,36,14.73,32633,0.225,Pass
Person 3305,42,Doctor,1420358,730,State Bank of India,Debt Consolidation,521589,48,15.26,14585,0.123,Pass
Person 3306,36,Retail Manager,1240867,750,Kotak Mahindra Bank,Medical Emergency,1647028,36,5.33,49607,0.48,Rejected
Person 3307,39,Retail Manager,1404917,667,Bajaj Finserv,Medical Emergency,881989,36,22.32,33830,0.289,Rejected
Person 3308,43,Software Engineer,2752872,642,Bajaj Finserv,Debt Consolidation,1162921,72,25.7,31827,0.139,Rejected
Person 3309,22,Retail Manager,2029733,698,Bajaj Finserv,Medical Emergency,813693,24,16.47,40024,0.237,Rejected
Person 3310,30,High School Teacher,695033,683,Bajaj Finserv,Home Renovation,1044980,60,12.92,23734,0.41,Pass
Person 3311,82,Retired (Pension),161327,739,ICICI Bank,Wedding Expenses,820000,36,10.65,26710,1.987,Rejected
Person 3312,48,Construction Worker,308134,646,State Bank of India,Education (Tuition/Fees),1073542,84,22.03,25169,0.98,Rejected
Person 3313,61,Retired (Pension),294936,751,Kotak Mahindra Bank,Wedding Expenses,396530,24,11.81,18631,0.758,Rejected
Person 3314,38,Software Engineer,1682517,767,Kotak Mahindra Bank,Debt Consolidation,1095796,72,9.93,20262,0.145,Pass
Person 3315,35,Doctor,1952371,700,Bajaj Finserv,Debt Consolidation,1015427,72,11.98,19841,0.122,Rejected
Person 3316,35,Construction Worker,299585,703,HDFC Bank,Education (Tuition/Fees),762967,72,9.96,14119,0.566,Rejected
Person 3317,28,High School Teacher,599519,661,Kotak Mahindra Bank,Home Renovation,698275,48,21.2,21698,0.434,Rejected
Person 3318,32,Software Engineer,24177,672,State Bank of India,Debt Consolidation,725485,60,11.5,15955,7.919,Rejected
Person 3319,23,University Student,83179,679,Axis Bank,Vehicle Purchase,888026,60,10.05,18890,2.725,Rejected
Person 3320,20,University Student,60239,772,State Bank of India,Wedding Expenses,1227072,48,5.51,28543,5.686,Rejected
Person 3321,40,Freelance Designer,1298700,696,Bajaj Finserv,Home Renovation,668632,48,6.69,15915,0.147,Pass
Person 3322,38,Software Engineer,680254,633,Bajaj Finserv,Debt Consolidation,408243,48,29.76,14642,0.258,Rejected
Person 3323,20,University Student,70457,712,ICICI Bank,Wedding Expenses,1907687,48,12.51,50716,8.638,Rejected
Person 3324,41,Freelance Designer,1632975,741,Kotak Mahindra Bank,Home Renovation,1016418,60,7.49,20362,0.15,Pass
Person 3325,18,University Student,120742,698,Kotak Mahindra Bank,Wedding Expenses,702690,36,14.89,24321,2.417,Rejected
Person 3326,18,University Student,6290,773,Kotak Mahindra Bank,Wedding Expenses,1216440,48,9.36,30480,58.149,Rejected
Person 3327,23,University Student,44407,738,Bajaj Finserv,Vehicle Purchase,1113276,60,8.69,22943,6.2,Rejected
Person 3328,47,Freelance Designer,882016,647,Kotak Mahindra Bank,Home Renovation,915056,60,16.33,22413,0.305,Rejected
Person 3329,30,Software Engineer,1600504,672,HDFC Bank,Debt Consolidation,682057,60,11.86,15124,0.113,Rejected
Person 3330,44,Construction Worker,323220,711,HDFC Bank,Education (Tuition/Fees),1014886,84,13.16,18551,0.689,Rejected
Person 3331,43,Construction Worker,396531,616,Axis Bank,Education (Tuition/Fees),1065973,84,17.92,22354,0.677,Rejected
Person 3332,75,Retired (Pension),204350,716,Kotak Mahindra Bank,Wedding Expenses,442932,24,10.92,20628,1.211,Rejected
Person 3333,43,Software Engineer,869565,611,ICICI Bank,Debt Consolidation,849823,60,24.36,24626,0.34,Rejected
Person 3334,38,Software Engineer,1469260,751,Axis Bank,Debt Consolidation,892801,72,7.93,15623,0.128,Pass
Person 3335,20,University Student,27365,745,Bajaj Finserv,Consumer Durable/Tech,882890,36,6.06,26883,11.789,Rejected
Person 3336,62,Retired (Pension),148192,725,Kotak Mahindra Bank,Wedding Expenses,817928,36,10.48,26577,2.152,Rejected
Person 3337,19,University Student,0,666,HDFC Bank,Consumer Durable/Tech,1215269,36,13.39,41176,41175.874,Rejected
Person 3338,20,University Student,33581,708,ICICI Bank,Wedding Expenses,748010,36,14.37,25700,9.184,Rejected
Person 3339,30,Freelance Designer,645041,674,Axis Bank,Home Renovation,804142,48,7.74,19533,0.363,Pass
Person 3340,49,Construction Worker,423421,648,ICICI Bank,Education (Tuition/Fees),871357,72,19.57,20655,0.585,Rejected
Person 3341,21,University Student,105386,683,Kotak Mahindra Bank,Consumer Durable/Tech,756660,24,11.2,35337,4.024,Rejected
Person 3342,34,Freelance Designer,860351,734,State Bank of India,Home Renovation,497442,36,6.11,15158,0.211,Pass
Person 3343,28,Construction Worker,555050,702,ICICI Bank,Education (Tuition/Fees),867122,72,12.48,17170,0.371,Pass
Person 3344,38,Software Engineer,1825916,772,ICICI Bank,Debt Consolidation,870546,72,8.7,15563,0.102,Pass
Person 3345,33,High School Teacher,482145,738,Bajaj Finserv,Home Renovation,709087,48,14.29,19480,0.485,Pass
Person 3346,82,Retired (Pension),242836,732,HDFC Bank,Wedding Expenses,768823,36,15.77,26942,1.331,Rejected
Person 3347,46,Retail Manager,1798560,619,Kotak Mahindra Bank,Medical Emergency,258677,12,9.35,22664,0.151,Rejected
Person 3348,48,Doctor,437606,685,ICICI Bank,Debt Consolidation,1224729,72,14.87,25811,0.708,Rejected
Person 3349,36,Retail Manager,2430026,646,Kotak Mahindra Bank,Medical Emergency,1060117,36,17.8,38219,0.189,Rejected
Person 3350,49,Doctor,1928307,690,HDFC Bank,Debt Consolidation,505821,48,13.91,13799,0.086,Rejected
Person 3351,43,Doctor,1312855,665,Bajaj Finserv,Debt Consolidation,636647,60,20.42,17016,0.156,Rejected
Person 3352,30,High School Teacher,381567,681,Kotak Mahindra Bank,Medical Emergency,1331228,36,10.98,43570,1.37,Rejected
Person 3353,22,University Student,78330,753,HDFC Bank,Consumer Durable/Tech,538978,12,4.69,46064,7.057,Rejected
Person 3354,25,Freelance Designer,966296,723,HDFC Bank,Home Renovation,950465,60,13.59,21914,0.272,Pass
Person 3355,32,Software Engineer,2969803,750,Axis Bank,Debt Consolidation,678543,60,10.9,14719,0.059,Pass
Person 3356,41,Software Engineer,1567636,619,Bajaj Finserv,Debt Consolidation,882349,72,21.94,22139,0.169,Rejected
Person 3357,30,Construction Worker,300164,702,Bajaj Finserv,Education (Tuition/Fees),819099,72,17.25,18336,0.733,Rejected
Person 3358,22,Retail Manager,2072051,748,Kotak Mahindra Bank,Medical Emergency,729540,24,11.79,34270,0.198,Pass
Person 3359,21,University Student,82215,775,State Bank of India,Vehicle Purchase,921272,60,10.59,19843,2.896,Rejected
Person 3360,46,Construction Worker,498432,622,Axis Bank,Education (Tuition/Fees),613311,60,11.26,13415,0.323,Rejected
Person 3361,23,University Student,57323,682,Bajaj Finserv,Wedding Expenses,433111,24,13.89,20772,4.348,Rejected
Person 3362,32,Retail Manager,2057717,751,HDFC Bank,Medical Emergency,583217,24,8.34,26468,0.154,Pass
Person 3363,42,Construction Worker,378601,690,Bajaj Finserv,Education (Tuition/Fees),559431,60,13.81,12962,0.411,Pass
Person 3364,24,Retail Manager,1044852,654,State Bank of India,Medical Emergency,461132,12,20.32,42787,0.491,Rejected
Person 3365,18,University Student,76166,622,ICICI Bank,Consumer Durable/Tech,872078,36,24.76,34563,5.445,Rejected
Person 3366,48,Construction Worker,395053,652,ICICI Bank,Education (Tuition/Fees),758101,72,24.41,20148,0.612,Rejected
Person 3367,35,Retail Manager,1905544,615,Bajaj Finserv,Medical Emergency,873520,36,19.59,32281,0.203,Rejected
Person 3368,30,Retail Manager,1578757,702,Bajaj Finserv,Medical Emergency,964520,36,12.8,32406,0.246,Pass
Person 3369,28,Software Engineer,2658033,744,Axis Bank,Debt Consolidation,1046782,72,11.96,20443,0.092,Pass
Person 3370,48,Construction Worker,467481,636,Bajaj Finserv,Education (Tuition/Fees),844057,72,12.49,16717,0.429,Rejected
Person 3371,33,Doctor,2485729,712,State Bank of India,Debt Consolidation,572766,48,17.68,16729,0.081,Rejected
Person 3372,49,Freelance Designer,603799,742,Bajaj Finserv,Home Renovation,984433,60,8.92,20397,0.405,Pass
Person 3373,29,Retail Manager,1379607,699,Kotak Mahindra Bank,Medical Emergency,869375,36,13.86,29654,0.258,Rejected
Person 3374,23,Construction Worker,287727,619,State Bank of India,Education (Tuition/Fees),1634864,84,18.86,35190,1.468,Rejected
Person 3375,18,University Student,9970,719,Axis Bank,Vehicle Purchase,807116,48,11.86,21199,25.515,Rejected
Person 3376,22,University Student,34524,697,Kotak Mahindra Bank,Wedding Expenses,919470,48,12.92,24631,8.561,Rejected
Person 3377,23,University Student,59600,692,Kotak Mahindra Bank,Wedding Expenses,778824,36,12.91,26208,5.277,Rejected
Person 3378,33,Software Engineer,2943008,672,ICICI Bank,Debt Consolidation,818739,60,14.55,19285,0.079,Rejected
Person 3379,40,Software Engineer,2947447,704,State Bank of India,Debt Consolidation,799728,60,12.67,18061,0.074,Rejected
Person 3380,38,Construction Worker,438240,725,Kotak Mahindra Bank,Education (Tuition/Fees),692148,60,16.0,16832,0.461,Pass
Person 3381,37,Retail Manager,1667206,819,Axis Bank,Medical Emergency,856040,24,3.15,36850,0.265,Pass
Person 3382,36,High School Teacher,766950,705,ICICI Bank,Medical Emergency,998939,36,14.36,34316,0.537,Rejected
